company_name,work_hours,job_titles,skills
Espinoza-Thomas,13:28 - 09:42,"['Music therapist', 'Psychologist, occupational', 'Chiropractor', 'Surgeon', 'Surveyor, rural practice', 'Designer, exhibition/display']","[['kid', 'suggest', 'data', 'color'], ['win', 'very', 'national', 'many'], ['attention', 'others', 'never', 'bar'], ['every', 'despite', 'serve', 'certain', 'game'], ['factor', 'majority'], ['evidence', 'next', 'area']]"
Howard-Daniel,19:13 - 01:11,"['Further education lecturer', 'Accommodation manager']","[['actually'], ['necessary']]"
Rodriguez-Cisneros,15:02 - 23:33,"['Pharmacologist', 'Leisure centre manager']","[['same'], ['cover', 'high']]"
Smith Inc,04:14 - 05:06,"['Make', 'Chartered accountant', 'Automotive engineer', 'Local government officer', 'Health and safety inspector']","[['herself', 'book', 'moment'], ['spring'], ['than', 'despite'], ['yourself', 'throughout'], ['develop', 'already', 'half', 'style']]"
"Bennett, Thomas and Moreno",14:27 - 03:42,"['Health and safety inspector', 'Systems analyst', 'Ophthalmologist', 'Oceanographer', 'Computer games developer', 'Health promotion specialist', 'Hospital doctor']","[['attention', 'police'], ['until', 'serve', 'part'], ['finish'], ['adult', 'attorney'], ['different', 'throughout', 'sign', 'carry', 'wear'], ['medical'], ['cause', 'send']]"
Meza-Gonzalez,15:41 - 11:33,"['Sales executive', 'Television floor manager', 'Print production planner', 'Chartered public finance accountant', 'Make', 'Journalist, magazine', 'Intelligence analyst', 'Surveyor, minerals']","[['trip', 'perform', 'property', 'herself'], ['force'], ['edge'], ['behind', 'lay', 'she', 'put'], ['kid', 'instead', 'north', 'impact'], ['consumer', 'direction', 'indeed'], ['sea', 'door'], ['produce', 'reflect', 'student']]"
Guerrero LLC,02:02 - 22:53,"['Pensions consultant', 'Cytogeneticist', 'Further education lecturer', 'English as a second language teacher', 'Further education lecturer', 'Radiation protection practitioner', 'Drilling engineer']","[['security'], ['prepare'], ['box', 'contain', 'likely', 'reach'], ['material', 'large', 'no'], ['fast', 'shoulder'], ['remain', 'heavy'], ['degree']]"
"Baker, Pratt and Reynolds",08:44 - 22:20,"['Theme park manager', 'Archivist', 'Tax adviser', 'Equities trader', 'Firefighter', 'Trade mark attorney', 'Chief of Staff']","[['wide', 'matter', 'already', 'explain'], ['include', 'will', 'he'], ['great'], ['approach', 'course', 'go'], ['lay', 'cover'], ['heavy', 'study', 'region', 'collection', 'then'], ['break']]"
Sanchez-Harris,15:50 - 07:06,"['Accountant, chartered', 'Primary school teacher']","[['clear', 'cup', 'control', 'large', 'along'], ['pick', 'special', 'again', 'benefit', 'list']]"
Smith Ltd,20:01 - 07:19,"['Sales promotion account executive', 'Hydrologist']","[['describe', 'bring', 'board'], ['degree']]"
"Davis, Harris and Sanchez",12:45 - 09:31,"['Designer, television/film set', 'Editorial assistant', 'Trade union research officer', 'Surveyor, commercial/residential', 'Community education officer']","[['manager', 'seven', 'suffer', 'tell'], ['could', 'onto', 'include', 'thus'], ['else', 'magazine'], ['push', 'course', 'property', 'actually', 'interview'], ['bit', 'each']]"
"White, Waters and Wilson",16:04 - 21:45,"['Warden/ranger', 'Surveyor, insurance', 'Theme park manager']","[['cup', 'she', 'do', 'if', 'market'], ['that'], ['seat']]"
Bailey and Sons,14:14 - 06:23,"['Chief Strategy Officer', 'Engineer, building services', 'Solicitor, Scotland', 'Graphic designer', 'Clinical embryologist', 'Film/video editor', 'Systems developer', 'Horticulturist, commercial', 'Firefighter', 'Actuary']","[['exist'], ['view', 'treat', 'machine'], ['at'], ['yes'], ['identify'], ['deal', 'director', 'media', 'improve'], ['provide'], ['light', 'item', 'make', 'many'], ['turn', 'also', 'member', 'design', 'think'], ['nation', 'together']]"
Cross and Sons,02:36 - 19:54,"['Chartered public finance accountant', 'Garment/textile technologist', 'Chief Executive Officer', 'Dancer', 'Community development worker']","[['reach'], ['consider', 'process', 'start', 'national', 'senior'], ['office', 'which'], ['usually', 'everything', 'step'], ['table', 'thought']]"
"Evans, Mcmahon and Clark",06:09 - 15:01,"['Community development worker', 'Designer, multimedia', 'Civil Service fast streamer', 'Radiographer, diagnostic', 'Press photographer', 'Video editor', 'Wellsite geologist']","[['back'], ['success', 'management', 'design', 'enjoy'], ['late'], ['short', 'front', 'degree'], ['door'], ['figure', 'culture', 'most'], ['group']]"
"Mitchell, King and Moore",10:30 - 17:09,"['General practice doctor', 'Civil Service administrator', 'Production engineer', 'Catering manager', 'Science writer', 'Engineer, civil (contracting)', 'Trading standards officer', 'Product designer']","[['down', 'any'], ['sort', 'on'], ['radio', 'her', 'these'], ['attention', 'dark', 'face', 'blood', 'my'], ['participant', 'its', 'record'], ['subject', 'this', 'item', 'current', 'inside'], ['step', 'moment', 'people', 'heavy', 'rule'], ['yourself']]"
"Durham, Bray and Moore",00:30 - 23:02,"['Child psychotherapist', 'Lecturer, further education', 'Human resources officer']","[['meet'], ['call', 'policy', 'will', 'sure', 'professional'], ['soldier']]"
Ball Group,16:56 - 07:51,"['Dramatherapist', 'Personal assistant', 'Advertising copywriter']","[['something'], ['list', 'level', 'best', 'according', 'with'], ['international', 'style', 'offer', 'test', 'arrive']]"
Davis and Sons,22:41 - 03:18,"['Editor, magazine features']","[['agreement', 'southern']]"
Curtis-Parsons,22:26 - 21:21,"['Advertising account executive', 'Editor, magazine features', 'Energy engineer', 'Conservation officer, historic buildings', 'Engineer, structural', 'IT consultant', 'Development worker, community', 'Armed forces technical officer', 'Mental health nurse']","[['suddenly', 'age', 'west'], ['possible', 'firm', 'operation'], ['democratic', 'international'], ['young'], ['inside', 'stock', 'describe', 'without'], ['career', 'most', 'similar', 'many'], ['I', 'agreement', 'entire'], ['ever', 'offer', 'relate', 'foot'], ['hot']]"
Miller PLC,12:56 - 22:14,"['Emergency planning/management officer', 'Therapist, music', 'Human resources officer', 'Trade mark attorney']","[['hot', 'time', 'suddenly', 'bar'], ['important', 'happen', 'fast', 'common'], ['you', 'thank', 'put'], ['since', 'hundred', 'ever', 'whom', 'how']]"
Owens-Carpenter,08:32 - 19:29,"['Runner, broadcasting/film/video', 'Manufacturing engineer', 'Automotive engineer', 'Lexicographer', 'Volunteer coordinator', 'Surveyor, land/geomatics']","[['church'], ['soldier', 'remember'], ['than', 'feeling', 'defense', 'yourself', 'whatever'], ['management', 'agreement'], ['team', 'authority', 'enter', 'season'], ['threat', 'effect', 'receive', 'face']]"
"Williams, Gardner and Turner",19:15 - 00:23,"['Dancer', 'Outdoor activities/education manager', 'Learning mentor', 'Best boy', 'Hydrogeologist', 'Statistician', 'Probation officer', 'Public house manager', 'Air traffic controller']","[['pull', 'throughout', 'man', 'red', 'will'], ['politics', 'itself', 'success'], ['certainly', 'campaign'], ['consumer', 'begin', 'really'], ['deep', 'agent'], ['do'], ['assume', 'data'], ['stay', 'music', 'particular', 'risk'], ['area', 'keep']]"
"Hebert, Gray and White",19:02 - 08:23,"['Horticulturist, commercial', 'Designer, fashion/clothing', 'Advertising account executive', 'Air cabin crew', 'Sales executive', 'Clinical scientist, histocompatibility and immunogenetics', 'Quality manager', 'Financial manager']","[['fast'], ['something', 'fear', 'culture', 'last'], ['mean', 'room', 'room', 'hundred'], ['stop', 'particularly'], ['consumer', 'car', 'character'], ['option', 'point', 'drug', 'high', 'range'], ['doctor', 'PM'], ['tough', 'rock', 'somebody', 'government', 'admit']]"
"Mcdonald, Andrade and Brewer",15:20 - 02:50,"['Site engineer', 'Curator', 'Insurance risk surveyor', 'Sports development officer', 'Dentist', 'Printmaker', 'Production assistant, radio', 'Minerals surveyor']","[['apply', 'garden'], ['kid', 'concern', 'shake', 'summer', 'majority'], ['magazine'], ['million', 'also'], ['stock', 'successful', 'team', 'such'], ['rather'], ['air', 'war'], ['father', 'property', 'similar']]"
Brown-Davis,11:40 - 08:33,"['Barista', 'Manufacturing systems engineer', 'Speech and language therapist', 'Chief Financial Officer', 'Diplomatic Services operational officer', 'Secretary, company', 'Cabin crew', 'Air cabin crew', 'Archivist']","[['garden', 'walk'], ['set', 'almost'], ['magazine', 'agent', 'travel', 'ask', 'image'], ['partner', 'public'], ['crime'], ['successful', 'magazine', 'major', 'social', 'east'], ['language', 'occur', 'likely', 'impact'], ['economic', 'pretty', 'ever'], ['probably', 'become', 'generation', 'year']]"
Kelly-Schwartz,20:47 - 07:26,"['Customer service manager', 'Air traffic controller', 'Naval architect', 'Chartered legal executive (England and Wales)']","[['three', 'upon', 'reflect'], ['debate', 'toward', 'he', 'century', 'kid'], ['public'], ['draw']]"
"Washington, Lopez and Chung",18:02 - 17:25,"['Learning mentor', 'Bonds trader', 'Learning mentor', 'Corporate investment banker', 'Development worker, international aid']","[['industry'], ['not', 'send', 'someone', 'bill', 'each'], ['American', 'eight', 'whatever', 'hour'], ['line', 'address', 'former'], ['now', 'situation', 'alone', 'while']]"
Jones Inc,02:13 - 18:01,"['Therapist, nutritional', 'Insurance risk surveyor', 'Lawyer', 'Information systems manager', 'Media planner', 'Consulting civil engineer']","[['future'], ['trade', 'woman', 'operation', 'attention'], ['it', 'toward', 'work'], ['gas', 'after', 'news', 'speech', 'treat'], ['heavy'], ['bed', 'behind', 'off', 'score', 'focus']]"
Sullivan-Sanders,15:58 - 19:00,"['Cytogeneticist', 'Dramatherapist', 'Music therapist']","[['writer', 'or', 'pass'], ['land', 'those'], ['whose', 'politics', 'down', 'challenge', 'break']]"
Reynolds Group,03:09 - 17:20,"['Scientist, product/process development', 'Warden/ranger', 'Television camera operator', 'Barrister', 'Production engineer', 'Hydrologist']","[['show', 'tough'], ['pass', 'discover', 'more', 'understand'], ['tonight', 'identify', 'southern'], ['sort'], ['board', 'catch', 'another', 'late'], ['office', 'wear', 'back', 'fish']]"
Thomas Ltd,12:51 - 18:51,"['Engineer, automotive', 'Minerals surveyor', 'Teacher, early years/pre', 'Structural engineer', 'Probation officer', 'Theatre stage manager', 'Acupuncturist', 'Equality and diversity officer', 'Textile designer', 'Patent examiner']","[['alone', 'relate', 'evidence', 'professional'], ['budget'], ['off', 'force'], ['west', 'finish'], ['consumer', 'effort'], ['which', 'various', 'product', 'hospital', 'similar'], ['instead', 'time', 'account', 'remain'], ['sense', 'audience', 'research'], ['market', 'quickly', 'work', 'model', 'gas'], ['situation', 'sport', 'across', 'available']]"
Gomez-Johnson,10:54 - 01:19,"['Press photographer', 'Engineer, drilling', 'Financial planner', 'Archivist', 'Secretary, company', 'English as a second language teacher', 'Patent examiner', 'Town planner', 'Scientist, research (maths)']","[['head', 'eight', 'his', 'drive', 'hand'], ['own', 'population', 'huge'], ['business', 'process'], ['sometimes', 'company', 'cultural', 'push'], ['continue', 'specific', 'end', 'view'], ['determine', 'travel', 'child', 'military'], ['woman'], ['goal', 'owner', 'positive', 'foreign', 'difficult'], ['event', 'fast', 'half']]"
Walker PLC,06:06 - 07:41,"['Tax inspector', 'Chemical engineer', 'Museum/gallery conservator']","[['west', 'beyond'], ['mouth'], ['cause']]"
"Erickson, Brewer and Alvarado",00:44 - 22:32,"['Medical physicist', 'Retail banker', 'Health and safety inspector', 'Psychotherapist, child']","[['party', 'moment', 'probably'], ['draw'], ['both'], ['offer']]"
"Cox, Rodriguez and Hamilton",15:33 - 23:26,"['Exercise physiologist', 'Chief Strategy Officer', 'Public relations account executive', 'Quarry manager', 'Horticultural consultant']","[['of', 'everything', 'mention'], ['anyone', 'especially', 'sure', 'course', 'image'], ['protect', 'per', 'almost', 'second'], ['live'], ['wish', 'popular', 'laugh']]"
"Carr, Eaton and Adams",06:37 - 01:35,"['Fish farm manager', 'Hydrographic surveyor', 'Horticulturist, commercial', 'Horticultural therapist', 'Lexicographer', 'Architect', 'Chief Technology Officer']","[['hotel', 'conference', 'finally', 'appear', 'exactly'], ['end', 'official', 'myself'], ['accept', 'worker', 'all'], ['play', 'very', 'together', 'rise'], ['day', 'current', 'close', 'turn'], ['hard', 'thing', 'hear'], ['realize', 'less']]"
Williams PLC,01:08 - 21:59,"['Community education officer', 'Health physicist', 'Microbiologist', 'Librarian, public', 'Careers adviser', 'Facilities manager', 'Outdoor activities/education manager', 'Pension scheme manager']","[['run'], ['into', 'me'], ['election'], ['hour', 'share', 'similar'], ['environment', 'leave', 'mention', 'military', 'form'], ['organization'], ['rather', 'wrong'], ['gas', 'factor', 'manager', 'operation', 'member']]"
Johnson LLC,03:45 - 02:38,"['Print production planner', 'Scientist, research (medical)', 'Therapist, sports', 'Chemical engineer', 'Illustrator', 'Accountant, chartered public finance']","[['happy', 'high', 'accept'], ['rule', 'tax', 'security', 'every', 'by'], ['party', 'watch', 'she'], ['many', 'every', 'blood', 'onto'], ['capital'], ['local', 'Congress', 'fill', 'their', 'area']]"
Lewis-Lozano,19:22 - 21:28,"['Marine scientist', 'Surveyor, minerals', 'Investment banker, operational', 'Water engineer', 'Trading standards officer', 'TEFL teacher', 'Chartered loss adjuster', 'Trading standards officer', 'Hospital doctor']","[['good', 'energy', 'item'], ['attack', 'loss'], ['it', 'door'], ['stage'], ['total', 'view', 'blood'], ['increase', 'off', 'weight', 'water'], ['throughout', 'speak', 'thus', 'structure', 'state'], ['quickly'], ['oil', 'deal']]"
Lane Inc,20:14 - 04:36,"['Special educational needs teacher', 'Surgeon', 'Architectural technologist']","[['part', 'instead', 'player', 'various', 'decision'], ['safe', 'question', 'interest', 'discuss'], ['then']]"
Price-Saunders,09:11 - 01:57,"['Cartographer', 'Marine scientist']","[['meet', 'animal', 'nice'], ['man', 'because', 'west', 'worry', 'letter']]"
James Inc,07:22 - 06:51,"['Field trials officer', 'Theatre manager', 'Petroleum engineer']","[['most', 'term', 'add'], ['with', 'but', 'race'], ['them', 'food', 'you', 'of']]"
Morales Group,03:55 - 13:03,"['Chief Financial Officer', 'Careers information officer', 'Designer, industrial/product', 'Further education lecturer', 'Therapist, art', 'Illustrator', 'Copywriter, advertising']","[['final', 'become', 'everybody', 'image'], ['key', 'identify', 'five', 'suggest', 'citizen'], ['best', 'popular'], ['firm'], ['talk'], ['of'], ['than', 'type', 'from', 'actually']]"
Robbins-Meyer,23:52 - 23:12,"['Warehouse manager', 'Catering manager', 'Outdoor activities/education manager', 'Purchasing manager', 'Market researcher']","[['interest', 'shoulder', 'level'], ['material', 'us'], ['recently', 'discover', 'guy', 'sense'], ['recent', 'church', 'wait'], ['thought', 'remember', 'over']]"
Watson and Sons,04:40 - 19:44,"['Physicist, medical', 'Video editor', 'Mental health nurse', 'Media planner', 'Museum/gallery conservator']","[['year', 'interest'], ['create', 'international', 'western'], ['already', 'western', 'treat', 'condition'], ['teacher', 'enter', 'year'], ['add', 'thought', 'author', 'community']]"
"Glass, Chandler and Foster",00:43 - 12:08,"['International aid/development worker', 'Presenter, broadcasting', 'Immunologist', 'Journalist, magazine']","[['whose', 'light', 'thank', 'pass'], ['large', 'bring', 'set', 'near', 'middle'], ['single', 'dog', 'amount', 'staff', 'chair'], ['suffer', 'huge', 'training', 'lay', 'blue']]"
Boyd LLC,04:37 - 20:56,"['Stage manager', 'Horticulturist, amenity', 'Primary school teacher', 'Chartered certified accountant', 'Paramedic', 'Comptroller']","[['mean', 'prevent', 'watch', 'alone'], ['forward', 'force', 'since', 'you'], ['realize', 'first', 'among', 'win'], ['amount'], ['hard', 'expect', 'building', 'report'], ['purpose', 'rich', 'cup', 'when']]"
Torres-Clark,20:49 - 22:45,"['Market researcher', 'Engineer, aeronautical']","[['while', 'practice', 'determine', 'decide', 'skin'], ['nor']]"
Walker LLC,05:37 - 18:54,"['Fashion designer', 'Computer games developer', 'Housing manager/officer', 'Estate agent', 'Production assistant, radio', 'Private music teacher', 'Clinical research associate']","[['town', 'sort', 'law'], ['including', 'kid', 'allow', 'rest'], ['guess', 'choose', 'start', 'bit', 'true'], ['issue'], ['support', 'light', 'art', 'field', 'apply'], ['someone', 'become'], ['tend']]"
Hudson Inc,20:47 - 22:47,"['Chemist, analytical', 'Transport planner', 'Horticulturist, amenity', 'Computer games developer', 'Furniture designer', 'Scientist, clinical (histocompatibility and immunogenetics)', 'Orthoptist', 'Animal technologist', 'Engineer, land', 'Retail buyer']","[['resource'], ['agent', 'catch'], ['amount', 'assume', 'voice'], ['claim'], ['success', 'say', 'military', 'about'], ['stage'], ['leave', 'floor', 'former', 'say'], ['low', 'line', 'foreign', 'shake', 'effort'], ['American', 'environmental', 'PM', 'be', 'understand'], ['as', 'Republican']]"
Lawrence-Cole,22:59 - 00:05,"['Geophysicist/field seismologist', 'Psychologist, counselling', 'Scientist, forensic', 'Stage manager', 'Artist']","[['fight', 'staff'], ['red'], ['sell', 'especially', 'professor', 'drop'], ['goal', 'former', 'eye', 'same', 'mind'], ['cover', 'exist', 'camera']]"
Robinson-Smith,05:04 - 15:10,"['Fashion designer', 'Firefighter', 'Sound technician, broadcasting/film/video', 'Engineer, site', 'Advertising art director', 'Emergency planning/management officer', 'Quantity surveyor']","[['politics', 'many', 'animal', 'away', 'town'], ['message', 'full', 'wide', 'choice', 'attention'], ['fill', 'serve'], ['cut', 'stage', 'court', 'maybe', 'clearly'], ['expert', 'option', 'morning', 'process', 'article'], ['hot', 'guess'], ['pretty', 'our', 'small', 'room']]"
Cohen-Rivera,00:20 - 10:47,"['Planning and development surveyor', 'Counselling psychologist']","[['peace', 'far'], ['process', 'modern', 'ever']]"
"Lee, Kennedy and Hernandez",05:17 - 12:53,"['Academic librarian', 'Investment banker, operational', 'Architectural technologist', 'Estate manager/land agent', 'Systems developer', 'Optician, dispensing']","[['should', 'owner', 'speak', 'yeah'], ['movement', 'blue'], ['between', 'bar', 'morning', 'cold'], ['over', 'crime', 'recent'], ['everyone', 'team', 'summer', 'develop', 'leg'], ['board', 'here', 'country', 'bit', 'leader']]"
Mathis-Stephens,23:54 - 18:20,"['Dealer', 'TEFL teacher']","[['all', 'serious', 'respond', 'cut', 'throughout'], ['war', 'turn']]"
White-Lee,14:25 - 11:59,"['Commercial art gallery manager', 'Buyer, retail', 'Radio producer', 'Engineer, manufacturing', 'Ophthalmologist', 'Animal technologist', 'Water engineer', 'Media buyer']","[['administration', 'edge', 'account', 'although'], ['finally', 'according', 'so'], ['remain', 'once', 'agent', 'treatment', 'newspaper'], ['single', 'charge'], ['figure', 'I', 'expect', 'for'], ['west', 'six', 'style', 'cut', 'world'], ['nice', 'me', 'for'], ['lose', 'young']]"
"Mcgrath, Nelson and Reyes",17:22 - 21:06,"['Research scientist (maths)', 'Designer, industrial/product']","[['value'], ['lose', 'per', 'beautiful', 'idea', 'close']]"
Brown-Nguyen,04:27 - 06:00,"['Science writer', 'Engineer, communications']","[['about', 'herself', 'pick', 'history', 'deal'], ['know', 'force']]"
Clay Group,21:05 - 08:21,"['Government social research officer', 'Designer, graphic', 'Journalist, newspaper', 'Scientist, research (medical)', 'Public affairs consultant', 'Financial planner', 'Medical secretary', 'Tax inspector', 'Teaching laboratory technician']","[['better', 'live', 'know'], ['at', 'despite', 'local', 'son'], ['treat', 'expect', 'some'], ['leave', 'really'], ['staff', 'stand'], ['owner', 'suffer', 'hotel', 'his'], ['history'], ['include', 'production'], ['matter', 'when']]"
Dillon Group,21:27 - 01:57,"['Investment banker, corporate', 'Scientist, research (physical sciences)', ""Barrister's clerk"", 'Corporate treasurer', 'Editor, commissioning', 'Advertising copywriter', 'Engineer, aeronautical', 'Camera operator', 'Teacher, adult education', 'Investment analyst']","[['compare', 'light'], ['address', 'fire', 'size'], ['interview', 'small', 'cause', 'industry'], ['fund', 'lawyer'], ['food', 'structure', 'other', 'position'], ['right', 'within', 'accept'], ['some', 'imagine'], ['college', 'expert', 'visit'], ['dark', 'employee', 'matter', 'note'], ['difficult', 'industry', 'accept']]"
Ali Group,16:55 - 12:58,['Television camera operator'],"[['space', 'party', 'pick', 'brother', 'sell']]"
"Hicks, Barnes and Parker",20:03 - 04:54,"['Ecologist', 'Conference centre manager', 'Retail merchandiser', 'Radio producer', 'Engineer, maintenance', 'Special effects artist']","[['situation', 'provide', 'east', 'so', 'perhaps'], ['plan', 'yet', 'sell', 'camera'], ['strong', 'same'], ['hold', 'reduce', 'base', 'quality', 'purpose'], ['none', 'travel', 'lose'], ['your', 'establish', 'professor', 'star', 'what']]"
Young LLC,07:35 - 17:01,"['Set designer', 'Fitness centre manager', 'Art gallery manager', 'Musician', 'Agricultural engineer', 'Early years teacher', 'Producer, radio', 'Community pharmacist']","[['part', 'involve', 'force', 'indeed', 'own'], ['would'], ['laugh', 'whether'], ['poor', 'hospital', 'enough', 'race', 'shoulder'], ['safe', 'share', 'hour'], ['collection', 'easy', 'imagine'], ['long', 'above'], ['media', 'low']]"
Rogers-Carroll,09:48 - 09:53,"['Teacher, primary school', 'Site engineer']","[['feeling', 'town', 'education', 'care'], ['current', 'everybody', 'itself']]"
"Sanchez, Hunter and Green",13:20 - 16:07,"['Bookseller', 'Fast food restaurant manager', 'Geoscientist', 'Chartered legal executive (England and Wales)']","[['well', 'matter', 'project', 'not'], ['on', 'look', 'six', 'rate'], ['reach', 'government', 'first'], ['central', 'he']]"
"Haynes, Miller and Andrews",23:09 - 05:29,"['Professor Emeritus', 'Copy', 'Child psychotherapist', 'Oceanographer', 'Optometrist', 'Musician', 'Historic buildings inspector/conservation officer', 'Public affairs consultant', 'Industrial/product designer']","[['instead'], ['lead', 'statement', 'reality', 'down', 'site'], ['ask', 'number'], ['we'], ['property'], ['fast', 'party', 'particular'], ['all', 'foot'], ['position', 'hit', 'smile', 'price'], ['student', 'he', 'material']]"
"Wiggins, Davis and Sloan",18:16 - 16:37,['Operations geologist'],[['likely']]
Larson-Fernandez,04:24 - 04:12,"['Engineer, water', 'Clinical scientist, histocompatibility and immunogenetics', 'Scientist, physiological']","[['around', 'thought', 'expert', 'war', 'real'], ['red', 'serious'], ['Congress']]"
Brown-Lopez,04:38 - 19:34,"['Learning disability nurse', 'Learning disability nurse', 'Musician', 'Librarian, academic', 'Community arts worker', 'Producer, television/film/video']","[['yard', 'brother', 'as', 'nearly'], ['best', 'respond', 'blue', 'green'], ['clearly'], ['miss', 'life', 'sing'], ['interest', 'film'], ['bring', 'lot', 'success', 'a']]"
Castillo Ltd,20:41 - 23:58,"['Therapist, sports', 'Advertising copywriter', 'Mechanical engineer', 'Programme researcher, broadcasting/film/video']","[['debate', 'speech'], ['time', 'traditional', 'tonight', 'poor', 'to'], ['above'], ['series', 'rate', 'administration', 'new', 'specific']]"
Williams-Dennis,18:17 - 12:34,"['Training and development officer', 'Scientist, clinical (histocompatibility and immunogenetics)', 'Civil engineer, consulting', 'Education officer, museum', 'Catering manager', 'Designer, television/film set', 'Ecologist', 'Hydrogeologist', ""Nurse, children's"", 'Meteorologist']","[['trial', 'least', 'claim', 'human'], ['walk', 'cover', 'before'], ['senior'], ['picture', 'policy'], ['investment', 'eye', 'across'], ['plan', 'detail', 'finally', 'fine'], ['more'], ['father', 'series'], ['recognize', 'wife', 'stand'], ['about', 'fast', 'cell']]"
Stewart-Jenkins,11:45 - 20:12,"['Wellsite geologist', 'Early years teacher']","[['fight', 'clearly', 'better', 'computer'], ['Congress']]"
Hernandez-James,04:31 - 23:56,"['Programme researcher, broadcasting/film/video', 'Designer, jewellery', 'Legal executive', 'Systems analyst']","[['explain'], ['myself', 'eye'], ['significant'], ['third', 'upon', 'girl']]"
Torres-Franklin,06:03 - 18:09,"['Restaurant manager, fast food', 'Restaurant manager, fast food', 'Minerals surveyor']","[['friend', 'already', 'behind'], ['Republican', 'no', 'situation', 'lose', 'thousand'], ['contain', 'soldier']]"
Kaufman-Phillips,03:56 - 22:28,"['Planning and development surveyor', 'Industrial buyer', 'Doctor, hospital', 'Mudlogger', 'Surveyor, building control', 'Administrator, sports', 'Learning disability nurse']","[['tough', 'media', 'hot', 'war', 'could'], ['purpose', 'personal'], ['anything', 'environment', 'ok', 'near', 'pick'], ['alone', 'be'], ['view'], ['behind', 'country', 'perhaps', 'she'], ['box', 'so', 'point', 'raise', 'work']]"
"Williams, Herring and Herrera",07:14 - 15:57,"['Lecturer, further education', 'Child psychotherapist', 'International aid/development worker', 'Clinical research associate', 'Primary school teacher']","[['group', 'should', 'concern'], ['here', 'and', 'question'], ['week'], ['five', 'act'], ['security', 'prevent', 'glass']]"
Hall Group,11:36 - 04:09,"['Video editor', 'Armed forces logistics/support/administrative officer']","[['half'], ['some', 'such', 'sell', 'mind']]"
Ruiz Group,13:52 - 05:24,"['Rural practice surveyor', 'Journalist, newspaper', 'Proofreader']","[['sound', 'food', 'get', 'condition', 'because'], ['happen'], ['turn']]"
Carter-Gilbert,12:56 - 20:16,"['Senior tax professional/tax inspector', 'Occupational psychologist']","[['a', 'forget', 'everybody', 'doctor', 'strategy'], ['mission', 'ball', 'take', 'four', 'party']]"
King LLC,15:34 - 22:02,"['Emergency planning/management officer', 'Librarian, public']","[['system'], ['actually', 'face']]"
"Richardson, Torres and Jones",08:51 - 13:27,"['Clinical scientist, histocompatibility and immunogenetics', 'Energy manager', 'Manufacturing systems engineer', 'Podiatrist', 'Immunologist', 'Learning mentor']","[['light', 'second', 'investment', 'poor', 'challenge'], ['society', 'hard', 'food'], ['especially', 'early'], ['get', 'customer', 'remain', 'book', 'information'], ['situation', 'television', 'family', 'drop', 'dinner'], ['near']]"
Lee-Miller,06:27 - 02:10,"['Community pharmacist', 'Podiatrist']","[['other'], ['apply', 'conference', 'brother', 'collection']]"
"Gutierrez, Cobb and Wright",08:11 - 13:37,"['Community arts worker', 'Optometrist', 'Actor', 'Insurance underwriter', 'Art therapist', 'Prison officer', 'Petroleum engineer']","[['fear', 'method', 'could', 'line'], ['relationship', 'risk', 'everyone', 'hard'], ['section', 'spend', 'others'], ['which', 'perform', 'treat'], ['end', 'side', 'tell', 'away', 'fire'], ['inside', 'book', 'treatment', 'president', 'perhaps'], ['recent', 'hour', 'level']]"
"Munoz, Daniels and Dunlap",22:33 - 03:31,"['Dramatherapist', 'Careers information officer']","[['within'], ['sell', 'have', 'pay']]"
"Burch, Ross and Morgan",14:30 - 02:08,"['Technical sales engineer', 'Medical physicist', 'Teacher, secondary school', 'Fish farm manager', 'Data processing manager', 'Stage manager', 'Chemical engineer', 'Interior and spatial designer']","[['stuff', 'item', 'something', 'decide', 'just'], ['against', 'late', 'notice', 'difference'], ['size', 'eight', 'event', 'morning'], ['popular'], ['enter'], ['table', 'drive', 'less'], ['run', 'around', 'right', 'character'], ['son', 'like', 'better', 'central']]"
Williams Inc,18:58 - 16:49,"['Fast food restaurant manager', 'Engineer, chemical']","[['present', 'decade', 'face'], ['low', 'line']]"
"Garrett, Johnson and Carr",02:31 - 22:37,"['Insurance claims handler', 'Clinical embryologist', 'Scientist, water quality', 'Armed forces operational officer']","[['easy', 'response', 'particular', 'quite', 'enter'], ['step', 'partner', 'stock', 'tax', 'imagine'], ['fish', 'human'], ['city', 'song']]"
Choi-Williams,15:30 - 23:45,['Planning and development surveyor'],"[['yard', 'stock', 'Democrat']]"
Cruz-Williams,00:45 - 21:01,"['Glass blower/designer', 'Quantity surveyor', 'Bookseller', 'Risk manager', 'Comptroller', 'Community pharmacist']","[['maintain', 'medical', 'consider'], ['white', 'put'], ['with'], ['itself', 'month'], ['word'], ['such', 'its', 'determine', 'your', 'itself']]"
Russell and Sons,06:21 - 15:52,"['Teacher, early years/pre', 'Publishing copy', 'Marine scientist', 'Therapist, occupational', 'Conservator, furniture', 'Conservation officer, historic buildings', 'Personal assistant', 'Therapist, music', 'Ambulance person', 'Conference centre manager']","[['east', 'real', 'off'], ['really', 'keep', 'store', 'born'], ['go', 'property', 'teacher', 'result'], ['they', 'message', 'race', 'organization'], ['can', 'probably', 'whole'], ['notice', 'walk', 'matter', 'body', 'behind'], ['head', 'wall', 'onto', 'teacher', 'crime'], ['environment', 'reality', 'old', 'Congress', 'prepare'], ['friend', 'experience', 'natural', 'student'], ['rule', 'apply', 'big', 'find', 'close']]"
